,d,t,n,s,ds,c_spcg,z,h_beam,h_clip,d_end
0,0.625,1.5,2,2.5,True,1.0,870.9850527464729,7.5,5.5,1.25
1,0.625,1.5,2,2.5,False,1.0,603.2634396501807,7.5,5.5,1.25
2,0.625,1.5,2,3.0,True,1.0,870.9850527464729,8.0,6.0,1.25
3,0.625,1.5,2,3.0,False,1.0,603.2634396501807,8.0,6.0,1.25
4,0.625,1.5,2,4.0,True,1.0,870.9850527464729,9.0,7.0,1.25
5,0.625,1.5,2,4.0,False,1.0,603.2634396501807,9.0,7.0,1.25
6,0.625,1.5,3,2.5,True,1.0,1306.4775791197094,10.0,8.0,1.25
7,0.625,1.5,3,2.5,False,1.0,904.8951594752709,10.0,8.0,1.25
8,0.625,1.5,3,3.0,True,1.0,1306.4775791197094,11.0,9.0,1.25
9,0.625,1.5,3,3.0,False,1.0,904.8951594752709,11.0,9.0,1.25
10,0.625,1.5,3,4.0,True,1.0,1306.4775791197094,13.0,11.0,1.25
11,0.625,1.5,3,4.0,False,1.0,904.8951594752709,13.0,11.0,1.25
12,0.625,1.5,4,2.5,True,1.0,1741.9701054929458,12.5,10.5,1.25
13,0.625,1.5,4,2.5,False,1.0,1206.5268793003613,12.5,10.5,1.25
14,0.625,1.5,4,3.0,True,1.0,1741.9701054929458,14.0,12.0,1.25
15,0.625,1.5,4,3.0,False,1.0,1206.5268793003613,14.0,12.0,1.25
16,0.625,1.5,4,4.0,True,1.0,1741.9701054929458,17.0,15.0,1.25
17,0.625,1.5,4,4.0,False,1.0,1206.5268793003613,17.0,15.0,1.25
18,0.625,1.5,5,2.5,True,1.0,2177.462631866182,15.0,13.0,1.25
19,0.625,1.5,5,2.5,False,1.0,1508.1585991254517,15.0,13.0,1.25
20,0.625,1.5,5,3.0,True,1.0,2177.462631866182,17.0,15.0,1.25
21,0.625,1.5,5,3.0,False,1.0,1508.1585991254517,17.0,15.0,1.25
22,0.625,1.5,5,4.0,True,1.0,2177.462631866182,21.0,19.0,1.25
23,0.625,1.5,5,4.0,False,1.0,1508.1585991254517,21.0,19.0,1.25
24,0.625,1.5,6,2.5,True,1.0,2612.955158239419,17.5,15.5,1.25
25,0.625,1.5,6,2.5,False,1.0,1809.7903189505419,17.5,15.5,1.25
26,0.625,1.5,6,3.0,True,1.0,2612.955158239419,20.0,18.0,1.25
27,0.625,1.5,6,3.0,False,1.0,1809.7903189505419,20.0,18.0,1.25
28,0.625,1.5,6,4.0,True,1.0,2612.955158239419,25.0,23.0,1.25
29,0.625,1.5,6,4.0,False,1.0,1809.7903189505419,25.0,23.0,1.25
30,0.625,1.5,7,2.5,True,1.0,3048.447684612655,20.0,18.0,1.25
31,0.625,1.5,7,2.5,False,1.0,2111.4220387756322,20.0,18.0,1.25
32,0.625,1.5,7,3.0,True,1.0,3048.447684612655,23.0,21.0,1.25
33,0.625,1.5,7,3.0,False,1.0,2111.4220387756322,23.0,21.0,1.25
34,0.625,1.5,7,4.0,True,1.0,3048.447684612655,29.0,27.0,1.25
35,0.625,1.5,7,4.0,False,1.0,2111.4220387756322,29.0,27.0,1.25
36,0.625,1.5,8,2.5,True,1.0,3483.9402109858916,22.5,20.5,1.25
37,0.625,1.5,8,2.5,False,1.0,2413.0537586007226,22.5,20.5,1.25
38,0.625,1.5,8,3.0,True,1.0,3483.9402109858916,26.0,24.0,1.25
39,0.625,1.5,8,3.0,False,1.0,2413.0537586007226,26.0,24.0,1.25
40,0.625,1.5,8,4.0,True,1.0,3483.9402109858916,33.0,31.0,1.25
41,0.625,1.5,8,4.0,False,1.0,2413.0537586007226,33.0,31.0,1.25
42,0.625,1.5,9,2.5,True,1.0,3919.432737359128,25.0,23.0,1.25
43,0.625,1.5,9,2.5,False,1.0,2714.685478425813,25.0,23.0,1.25
44,0.625,1.5,9,3.0,True,1.0,3919.432737359128,29.0,27.0,1.25
45,0.625,1.5,9,3.0,False,1.0,2714.685478425813,29.0,27.0,1.25
46,0.625,1.5,9,4.0,True,1.0,3919.432737359128,37.0,35.0,1.25
47,0.625,1.5,9,4.0,False,1.0,2714.685478425813,37.0,35.0,1.25
48,0.625,1.75,2,2.5,True,1.0,1016.1492282042182,7.5,5.5,1.25
49,0.625,1.75,2,2.5,False,1.0,640.4192165713207,7.5,5.5,1.25
50,0.625,1.75,2,3.0,True,1.0,1016.1492282042182,8.0,6.0,1.25
51,0.625,1.75,2,3.0,False,1.0,640.4192165713207,8.0,6.0,1.25
52,0.625,1.75,2,4.0,True,1.0,1016.1492282042182,9.0,7.0,1.25
53,0.625,1.75,2,4.0,False,1.0,640.4192165713207,9.0,7.0,1.25
54,0.625,1.75,3,2.5,True,1.0,1524.2238423063272,10.0,8.0,1.25
55,0.625,1.75,3,2.5,False,1.0,960.628824856981,10.0,8.0,1.25
56,0.625,1.75,3,3.0,True,1.0,1524.2238423063272,11.0,9.0,1.25
57,0.625,1.75,3,3.0,False,1.0,960.628824856981,11.0,9.0,1.25
58,0.625,1.75,3,4.0,True,1.0,1524.2238423063272,13.0,11.0,1.25
59,0.625,1.75,3,4.0,False,1.0,960.628824856981,13.0,11.0,1.25
60,0.625,1.75,4,2.5,True,1.0,2032.2984564084363,12.5,10.5,1.25
61,0.625,1.75,4,2.5,False,1.0,1280.8384331426414,12.5,10.5,1.25
62,0.625,1.75,4,3.0,True,1.0,2032.2984564084363,14.0,12.0,1.25
63,0.625,1.75,4,3.0,False,1.0,1280.8384331426414,14.0,12.0,1.25
64,0.625,1.75,4,4.0,True,1.0,2032.2984564084363,17.0,15.0,1.25
65,0.625,1.75,4,4.0,False,1.0,1280.8384331426414,17.0,15.0,1.25
66,0.625,1.75,5,2.5,True,1.0,2540.3730705105454,15.0,13.0,1.25
67,0.625,1.75,5,2.5,False,1.0,1601.0480414283018,15.0,13.0,1.25
68,0.625,1.75,5,3.0,True,1.0,2540.3730705105454,17.0,15.0,1.25
69,0.625,1.75,5,3.0,False,1.0,1601.0480414283018,17.0,15.0,1.25
70,0.625,1.75,5,4.0,True,1.0,2540.3730705105454,21.0,19.0,1.25
71,0.625,1.75,5,4.0,False,1.0,1601.0480414283018,21.0,19.0,1.25
72,0.625,1.75,6,2.5,True,1.0,3048.4476846126545,17.5,15.5,1.25
73,0.625,1.75,6,2.5,False,1.0,1921.257649713962,17.5,15.5,1.25
74,0.625,1.75,6,3.0,True,1.0,3048.4476846126545,20.0,18.0,1.25
75,0.625,1.75,6,3.0,False,1.0,1921.257649713962,20.0,18.0,1.25
76,0.625,1.75,6,4.0,True,1.0,3048.4476846126545,25.0,23.0,1.25
77,0.625,1.75,6,4.0,False,1.0,1921.257649713962,25.0,23.0,1.25
78,0.625,1.75,7,2.5,True,1.0,3556.5222987147636,20.0,18.0,1.25
79,0.625,1.75,7,2.5,False,1.0,2241.4672579996222,20.0,18.0,1.25
80,0.625,1.75,7,3.0,True,1.0,3556.5222987147636,23.0,21.0,1.25
81,0.625,1.75,7,3.0,False,1.0,2241.4672579996222,23.0,21.0,1.25
82,0.625,1.75,7,4.0,True,1.0,3556.5222987147636,29.0,27.0,1.25
83,0.625,1.75,7,4.0,False,1.0,2241.4672579996222,29.0,27.0,1.25
84,0.625,1.75,8,2.5,True,1.0,4064.5969128168726,22.5,20.5,1.25
85,0.625,1.75,8,2.5,False,1.0,2561.676866285283,22.5,20.5,1.25
86,0.625,1.75,8,3.0,True,1.0,4064.5969128168726,26.0,24.0,1.25
87,0.625,1.75,8,3.0,False,1.0,2561.676866285283,26.0,24.0,1.25
88,0.625,1.75,8,4.0,True,1.0,4064.5969128168726,33.0,31.0,1.25
89,0.625,1.75,8,4.0,False,1.0,2561.676866285283,33.0,31.0,1.25
90,0.625,1.75,9,2.5,True,1.0,4572.671526918982,25.0,23.0,1.25
91,0.625,1.75,9,2.5,False,1.0,2881.8864745709434,25.0,23.0,1.25
92,0.625,1.75,9,3.0,True,1.0,4572.671526918982,29.0,27.0,1.25
93,0.625,1.75,9,3.0,False,1.0,2881.8864745709434,29.0,27.0,1.25
94,0.625,1.75,9,4.0,True,1.0,4572.671526918982,37.0,35.0,1.25
95,0.625,1.75,9,4.0,False,1.0,2881.8864745709434,37.0,35.0,1.25
96,0.625,3.0,2,2.5,True,1.0,1741.9701054929458,7.5,5.5,1.25
97,0.625,3.0,2,2.5,False,1.0,889.5879618188687,7.5,5.5,1.25
98,0.625,3.0,2,3.0,True,1.0,1741.9701054929458,8.0,6.0,1.25
99,0.625,3.0,2,3.0,False,1.0,889.5879618188687,8.0,6.0,1.25
100,0.625,3.0,2,4.0,True,1.0,1741.9701054929458,9.0,7.0,1.25
101,0.625,3.0,2,4.0,False,1.0,889.5879618188687,9.0,7.0,1.25
102,0.625,3.0,3,2.5,True,1.0,2612.955158239419,10.0,8.0,1.25
103,0.625,3.0,3,2.5,False,1.0,1334.381942728303,10.0,8.0,1.25
104,0.625,3.0,3,3.0,True,1.0,2612.955158239419,11.0,9.0,1.25
105,0.625,3.0,3,3.0,False,1.0,1334.381942728303,11.0,9.0,1.25
106,0.625,3.0,3,4.0,True,1.0,2612.955158239419,13.0,11.0,1.25
107,0.625,3.0,3,4.0,False,1.0,1334.381942728303,13.0,11.0,1.25
108,0.625,3.0,4,2.5,True,1.0,3483.9402109858916,12.5,10.5,1.25
109,0.625,3.0,4,2.5,False,1.0,1779.1759236377375,12.5,10.5,1.25
110,0.625,3.0,4,3.0,True,1.0,3483.9402109858916,14.0,12.0,1.25
111,0.625,3.0,4,3.0,False,1.0,1779.1759236377375,14.0,12.0,1.25
112,0.625,3.0,4,4.0,True,1.0,3483.9402109858916,17.0,15.0,1.25
113,0.625,3.0,4,4.0,False,1.0,1779.1759236377375,17.0,15.0,1.25
114,0.625,3.0,5,2.5,True,1.0,4354.925263732364,15.0,13.0,1.25
115,0.625,3.0,5,2.5,False,1.0,2223.9699045471716,15.0,13.0,1.25
116,0.625,3.0,5,3.0,True,1.0,4354.925263732364,17.0,15.0,1.25
117,0.625,3.0,5,3.0,False,1.0,2223.9699045471716,17.0,15.0,1.25
118,0.625,3.0,5,4.0,True,1.0,4354.925263732364,21.0,19.0,1.25
119,0.625,3.0,5,4.0,False,1.0,2223.9699045471716,21.0,19.0,1.25
120,0.625,3.0,6,2.5,True,1.0,5225.910316478838,17.5,15.5,1.25
121,0.625,3.0,6,2.5,False,1.0,2668.763885456606,17.5,15.5,1.25
122,0.625,3.0,6,3.0,True,1.0,5225.910316478838,20.0,18.0,1.25
123,0.625,3.0,6,3.0,False,1.0,2668.763885456606,20.0,18.0,1.25
124,0.625,3.0,6,4.0,True,1.0,5225.910316478838,25.0,23.0,1.25
125,0.625,3.0,6,4.0,False,1.0,2668.763885456606,25.0,23.0,1.25
126,0.625,3.0,7,2.5,True,1.0,6096.89536922531,20.0,18.0,1.25
127,0.625,3.0,7,2.5,False,1.0,3113.557866366041,20.0,18.0,1.25
128,0.625,3.0,7,3.0,True,1.0,6096.89536922531,23.0,21.0,1.25
129,0.625,3.0,7,3.0,False,1.0,3113.557866366041,23.0,21.0,1.25
130,0.625,3.0,7,4.0,True,1.0,6096.89536922531,29.0,27.0,1.25
131,0.625,3.0,7,4.0,False,1.0,3113.557866366041,29.0,27.0,1.25
132,0.625,3.0,8,2.5,True,1.0,6967.880421971783,22.5,20.5,1.25
133,0.625,3.0,8,2.5,False,1.0,3558.351847275475,22.5,20.5,1.25
134,0.625,3.0,8,3.0,True,1.0,6967.880421971783,26.0,24.0,1.25
135,0.625,3.0,8,3.0,False,1.0,3558.351847275475,26.0,24.0,1.25
136,0.625,3.0,8,4.0,True,1.0,6967.880421971783,33.0,31.0,1.25
137,0.625,3.0,8,4.0,False,1.0,3558.351847275475,33.0,31.0,1.25
138,0.625,3.0,9,2.5,True,1.0,7838.865474718256,25.0,23.0,1.25
139,0.625,3.0,9,2.5,False,1.0,4003.145828184909,25.0,23.0,1.25
140,0.625,3.0,9,3.0,True,1.0,7838.865474718256,29.0,27.0,1.25
141,0.625,3.0,9,3.0,False,1.0,4003.145828184909,29.0,27.0,1.25
142,0.625,3.0,9,4.0,True,1.0,7838.865474718256,37.0,35.0,1.25
143,0.625,3.0,9,4.0,False,1.0,4003.145828184909,37.0,35.0,1.25
144,0.625,3.5,2,2.5,True,1.0,2032.2984564084363,7.5,5.5,1.25
145,0.625,3.5,2,2.5,False,1.0,1004.227480799136,7.5,5.5,1.25
146,0.625,3.5,2,3.0,True,1.0,2032.2984564084363,8.0,6.0,1.25
147,0.625,3.5,2,3.0,False,1.0,1004.227480799136,8.0,6.0,1.25
148,0.625,3.5,2,4.0,True,1.0,2032.2984564084363,9.0,7.0,1.25
149,0.625,3.5,2,4.0,False,1.0,1004.227480799136,9.0,7.0,1.25
150,0.625,3.5,3,2.5,True,1.0,3048.4476846126545,10.0,8.0,1.25
151,0.625,3.5,3,2.5,False,1.0,1506.3412211987038,10.0,8.0,1.25
152,0.625,3.5,3,3.0,True,1.0,3048.4476846126545,11.0,9.0,1.25
153,0.625,3.5,3,3.0,False,1.0,1506.3412211987038,11.0,9.0,1.25
154,0.625,3.5,3,4.0,True,1.0,3048.4476846126545,13.0,11.0,1.25
155,0.625,3.5,3,4.0,False,1.0,1506.3412211987038,13.0,11.0,1.25
156,0.625,3.5,4,2.5,True,1.0,4064.5969128168726,12.5,10.5,1.25
157,0.625,3.5,4,2.5,False,1.0,2008.454961598272,12.5,10.5,1.25
158,0.625,3.5,4,3.0,True,1.0,4064.5969128168726,14.0,12.0,1.25
159,0.625,3.5,4,3.0,False,1.0,2008.454961598272,14.0,12.0,1.25
160,0.625,3.5,4,4.0,True,1.0,4064.5969128168726,17.0,15.0,1.25
161,0.625,3.5,4,4.0,False,1.0,2008.454961598272,17.0,15.0,1.25
162,0.625,3.5,5,2.5,True,1.0,5080.746141021091,15.0,13.0,1.25
163,0.625,3.5,5,2.5,False,1.0,2510.56870199784,15.0,13.0,1.25
164,0.625,3.5,5,3.0,True,1.0,5080.746141021091,17.0,15.0,1.25
165,0.625,3.5,5,3.0,False,1.0,2510.56870199784,17.0,15.0,1.25
166,0.625,3.5,5,4.0,True,1.0,5080.746141021091,21.0,19.0,1.25
167,0.625,3.5,5,4.0,False,1.0,2510.56870199784,21.0,19.0,1.25
168,0.625,3.5,6,2.5,True,1.0,6096.895369225309,17.5,15.5,1.25
169,0.625,3.5,6,2.5,False,1.0,3012.6824423974076,17.5,15.5,1.25
170,0.625,3.5,6,3.0,True,1.0,6096.895369225309,20.0,18.0,1.25
171,0.625,3.5,6,3.0,False,1.0,3012.6824423974076,20.0,18.0,1.25
172,0.625,3.5,6,4.0,True,1.0,6096.895369225309,25.0,23.0,1.25
173,0.625,3.5,6,4.0,False,1.0,3012.6824423974076,25.0,23.0,1.25
174,0.625,3.5,7,2.5,True,1.0,7113.044597429527,20.0,18.0,1.25
175,0.625,3.5,7,2.5,False,1.0,3514.7961827969757,20.0,18.0,1.25
176,0.625,3.5,7,3.0,True,1.0,7113.044597429527,23.0,21.0,1.25
177,0.625,3.5,7,3.0,False,1.0,3514.7961827969757,23.0,21.0,1.25
178,0.625,3.5,7,4.0,True,1.0,7113.044597429527,29.0,27.0,1.25
179,0.625,3.5,7,4.0,False,1.0,3514.7961827969757,29.0,27.0,1.25
180,0.625,3.5,8,2.5,True,1.0,8129.193825633745,22.5,20.5,1.25
181,0.625,3.5,8,2.5,False,1.0,4016.909923196544,22.5,20.5,1.25
182,0.625,3.5,8,3.0,True,1.0,8129.193825633745,26.0,24.0,1.25
183,0.625,3.5,8,3.0,False,1.0,4016.909923196544,26.0,24.0,1.25
184,0.625,3.5,8,4.0,True,1.0,8129.193825633745,33.0,31.0,1.25
185,0.625,3.5,8,4.0,False,1.0,4016.909923196544,33.0,31.0,1.25
186,0.625,3.5,9,2.5,True,1.0,9145.343053837963,25.0,23.0,1.25
187,0.625,3.5,9,2.5,False,1.0,4519.023663596112,25.0,23.0,1.25
188,0.625,3.5,9,3.0,True,1.0,9145.343053837963,29.0,27.0,1.25
189,0.625,3.5,9,3.0,False,1.0,4519.023663596112,29.0,27.0,1.25
190,0.625,3.5,9,4.0,True,1.0,9145.343053837963,37.0,35.0,1.25
191,0.625,3.5,9,4.0,False,1.0,4519.023663596112,37.0,35.0,1.25
192,0.625,5.125,2,2.5,True,1.0,2043.5493899922872,7.5,5.5,1.25
193,0.625,5.125,2,2.5,False,1.0,1021.7746949961436,7.5,5.5,1.25
194,0.625,5.125,2,3.0,True,1.0,2043.5493899922872,8.0,6.0,1.25
195,0.625,5.125,2,3.0,False,1.0,1021.7746949961436,8.0,6.0,1.25
196,0.625,5.125,2,4.0,True,1.0,2043.5493899922872,9.0,7.0,1.25
197,0.625,5.125,2,4.0,False,1.0,1021.7746949961436,9.0,7.0,1.25
198,0.625,5.125,3,2.5,True,1.0,3065.3240849884305,10.0,8.0,1.25
199,0.625,5.125,3,2.5,False,1.0,1532.6620424942153,10.0,8.0,1.25
200,0.625,5.125,3,3.0,True,1.0,3065.3240849884305,11.0,9.0,1.25
201,0.625,5.125,3,3.0,False,1.0,1532.6620424942153,11.0,9.0,1.25
202,0.625,5.125,3,4.0,True,1.0,3065.3240849884305,13.0,11.0,1.25
203,0.625,5.125,3,4.0,False,1.0,1532.6620424942153,13.0,11.0,1.25
204,0.625,5.125,4,2.5,True,1.0,4087.0987799845743,12.5,10.5,1.25
205,0.625,5.125,4,2.5,False,1.0,2043.5493899922872,12.5,10.5,1.25
206,0.625,5.125,4,3.0,True,1.0,4087.0987799845743,14.0,12.0,1.25
207,0.625,5.125,4,3.0,False,1.0,2043.5493899922872,14.0,12.0,1.25
208,0.625,5.125,4,4.0,True,1.0,4087.0987799845743,17.0,15.0,1.25
209,0.625,5.125,4,4.0,False,1.0,2043.5493899922872,17.0,15.0,1.25
210,0.625,5.125,5,2.5,True,1.0,5108.873474980718,15.0,13.0,1.25
211,0.625,5.125,5,2.5,False,1.0,2554.436737490359,15.0,13.0,1.25
212,0.625,5.125,5,3.0,True,1.0,5108.873474980718,17.0,15.0,1.25
213,0.625,5.125,5,3.0,False,1.0,2554.436737490359,17.0,15.0,1.25
214,0.625,5.125,5,4.0,True,1.0,5108.873474980718,21.0,19.0,1.25
215,0.625,5.125,5,4.0,False,1.0,2554.436737490359,21.0,19.0,1.25
216,0.625,5.125,6,2.5,True,1.0,6130.648169976861,17.5,15.5,1.25
217,0.625,5.125,6,2.5,False,1.0,3065.3240849884305,17.5,15.5,1.25
218,0.625,5.125,6,3.0,True,1.0,6130.648169976861,20.0,18.0,1.25
219,0.625,5.125,6,3.0,False,1.0,3065.3240849884305,20.0,18.0,1.25
220,0.625,5.125,6,4.0,True,1.0,6130.648169976861,25.0,23.0,1.25
221,0.625,5.125,6,4.0,False,1.0,3065.3240849884305,25.0,23.0,1.25
222,0.625,5.125,7,2.5,True,1.0,7152.422864973005,20.0,18.0,1.25
223,0.625,5.125,7,2.5,False,1.0,3576.2114324865024,20.0,18.0,1.25
224,0.625,5.125,7,3.0,True,1.0,7152.422864973005,23.0,21.0,1.25
225,0.625,5.125,7,3.0,False,1.0,3576.2114324865024,23.0,21.0,1.25
226,0.625,5.125,7,4.0,True,1.0,7152.422864973005,29.0,27.0,1.25
227,0.625,5.125,7,4.0,False,1.0,3576.2114324865024,29.0,27.0,1.25
228,0.625,5.125,8,2.5,True,1.0,8174.197559969149,22.5,20.5,1.25
229,0.625,5.125,8,2.5,False,1.0,4087.0987799845743,22.5,20.5,1.25
230,0.625,5.125,8,3.0,True,1.0,8174.197559969149,26.0,24.0,1.25
231,0.625,5.125,8,3.0,False,1.0,4087.0987799845743,26.0,24.0,1.25
232,0.625,5.125,8,4.0,True,1.0,8174.197559969149,33.0,31.0,1.25
233,0.625,5.125,8,4.0,False,1.0,4087.0987799845743,33.0,31.0,1.25
234,0.625,5.125,9,2.5,True,1.0,9195.972254965292,25.0,23.0,1.25
235,0.625,5.125,9,2.5,False,1.0,4597.986127482646,25.0,23.0,1.25
236,0.625,5.125,9,3.0,True,1.0,9195.972254965292,29.0,27.0,1.25
237,0.625,5.125,9,3.0,False,1.0,4597.986127482646,29.0,27.0,1.25
238,0.625,5.125,9,4.0,True,1.0,9195.972254965292,37.0,35.0,1.25
239,0.625,5.125,9,4.0,False,1.0,4597.986127482646,37.0,35.0,1.25
240,0.625,5.25,2,2.5,True,1.0,2043.5493899922872,7.5,5.5,1.25
241,0.625,5.25,2,2.5,False,1.0,1021.7746949961436,7.5,5.5,1.25
242,0.625,5.25,2,3.0,True,1.0,2043.5493899922872,8.0,6.0,1.25
243,0.625,5.25,2,3.0,False,1.0,1021.7746949961436,8.0,6.0,1.25
244,0.625,5.25,2,4.0,True,1.0,2043.5493899922872,9.0,7.0,1.25
245,0.625,5.25,2,4.0,False,1.0,1021.7746949961436,9.0,7.0,1.25
246,0.625,5.25,3,2.5,True,1.0,3065.3240849884305,10.0,8.0,1.25
247,0.625,5.25,3,2.5,False,1.0,1532.6620424942153,10.0,8.0,1.25
248,0.625,5.25,3,3.0,True,1.0,3065.3240849884305,11.0,9.0,1.25
249,0.625,5.25,3,3.0,False,1.0,1532.6620424942153,11.0,9.0,1.25
250,0.625,5.25,3,4.0,True,1.0,3065.3240849884305,13.0,11.0,1.25
251,0.625,5.25,3,4.0,False,1.0,1532.6620424942153,13.0,11.0,1.25
252,0.625,5.25,4,2.5,True,1.0,4087.0987799845743,12.5,10.5,1.25
253,0.625,5.25,4,2.5,False,1.0,2043.5493899922872,12.5,10.5,1.25
254,0.625,5.25,4,3.0,True,1.0,4087.0987799845743,14.0,12.0,1.25
255,0.625,5.25,4,3.0,False,1.0,2043.5493899922872,14.0,12.0,1.25
256,0.625,5.25,4,4.0,True,1.0,4087.0987799845743,17.0,15.0,1.25
257,0.625,5.25,4,4.0,False,1.0,2043.5493899922872,17.0,15.0,1.25
258,0.625,5.25,5,2.5,True,1.0,5108.873474980718,15.0,13.0,1.25
259,0.625,5.25,5,2.5,False,1.0,2554.436737490359,15.0,13.0,1.25
260,0.625,5.25,5,3.0,True,1.0,5108.873474980718,17.0,15.0,1.25
261,0.625,5.25,5,3.0,False,1.0,2554.436737490359,17.0,15.0,1.25
262,0.625,5.25,5,4.0,True,1.0,5108.873474980718,21.0,19.0,1.25
263,0.625,5.25,5,4.0,False,1.0,2554.436737490359,21.0,19.0,1.25
264,0.625,5.25,6,2.5,True,1.0,6130.648169976861,17.5,15.5,1.25
265,0.625,5.25,6,2.5,False,1.0,3065.3240849884305,17.5,15.5,1.25
266,0.625,5.25,6,3.0,True,1.0,6130.648169976861,20.0,18.0,1.25
267,0.625,5.25,6,3.0,False,1.0,3065.3240849884305,20.0,18.0,1.25
268,0.625,5.25,6,4.0,True,1.0,6130.648169976861,25.0,23.0,1.25
269,0.625,5.25,6,4.0,False,1.0,3065.3240849884305,25.0,23.0,1.25
270,0.625,5.25,7,2.5,True,1.0,7152.422864973005,20.0,18.0,1.25
271,0.625,5.25,7,2.5,False,1.0,3576.2114324865024,20.0,18.0,1.25
272,0.625,5.25,7,3.0,True,1.0,7152.422864973005,23.0,21.0,1.25
273,0.625,5.25,7,3.0,False,1.0,3576.2114324865024,23.0,21.0,1.25
274,0.625,5.25,7,4.0,True,1.0,7152.422864973005,29.0,27.0,1.25
275,0.625,5.25,7,4.0,False,1.0,3576.2114324865024,29.0,27.0,1.25
276,0.625,5.25,8,2.5,True,1.0,8174.197559969149,22.5,20.5,1.25
277,0.625,5.25,8,2.5,False,1.0,4087.0987799845743,22.5,20.5,1.25
278,0.625,5.25,8,3.0,True,1.0,8174.197559969149,26.0,24.0,1.25
279,0.625,5.25,8,3.0,False,1.0,4087.0987799845743,26.0,24.0,1.25
280,0.625,5.25,8,4.0,True,1.0,8174.197559969149,33.0,31.0,1.25
281,0.625,5.25,8,4.0,False,1.0,4087.0987799845743,33.0,31.0,1.25
282,0.625,5.25,9,2.5,True,1.0,9195.972254965292,25.0,23.0,1.25
283,0.625,5.25,9,2.5,False,1.0,4597.986127482646,25.0,23.0,1.25
284,0.625,5.25,9,3.0,True,1.0,9195.972254965292,29.0,27.0,1.25
285,0.625,5.25,9,3.0,False,1.0,4597.986127482646,29.0,27.0,1.25
286,0.625,5.25,9,4.0,True,1.0,9195.972254965292,37.0,35.0,1.25
287,0.625,5.25,9,4.0,False,1.0,4597.986127482646,37.0,35.0,1.25
288,0.625,5.5,2,2.5,True,1.0,2043.5493899922872,7.5,5.5,1.25
289,0.625,5.5,2,2.5,False,1.0,1021.7746949961436,7.5,5.5,1.25
290,0.625,5.5,2,3.0,True,1.0,2043.5493899922872,8.0,6.0,1.25
291,0.625,5.5,2,3.0,False,1.0,1021.7746949961436,8.0,6.0,1.25
292,0.625,5.5,2,4.0,True,1.0,2043.5493899922872,9.0,7.0,1.25
293,0.625,5.5,2,4.0,False,1.0,1021.7746949961436,9.0,7.0,1.25
294,0.625,5.5,3,2.5,True,1.0,3065.3240849884305,10.0,8.0,1.25
295,0.625,5.5,3,2.5,False,1.0,1532.6620424942153,10.0,8.0,1.25
296,0.625,5.5,3,3.0,True,1.0,3065.3240849884305,11.0,9.0,1.25
297,0.625,5.5,3,3.0,False,1.0,1532.6620424942153,11.0,9.0,1.25
298,0.625,5.5,3,4.0,True,1.0,3065.3240849884305,13.0,11.0,1.25
299,0.625,5.5,3,4.0,False,1.0,1532.6620424942153,13.0,11.0,1.25
300,0.625,5.5,4,2.5,True,1.0,4087.0987799845743,12.5,10.5,1.25
301,0.625,5.5,4,2.5,False,1.0,2043.5493899922872,12.5,10.5,1.25
302,0.625,5.5,4,3.0,True,1.0,4087.0987799845743,14.0,12.0,1.25
303,0.625,5.5,4,3.0,False,1.0,2043.5493899922872,14.0,12.0,1.25
304,0.625,5.5,4,4.0,True,1.0,4087.0987799845743,17.0,15.0,1.25
305,0.625,5.5,4,4.0,False,1.0,2043.5493899922872,17.0,15.0,1.25
306,0.625,5.5,5,2.5,True,1.0,5108.873474980718,15.0,13.0,1.25
307,0.625,5.5,5,2.5,False,1.0,2554.436737490359,15.0,13.0,1.25
308,0.625,5.5,5,3.0,True,1.0,5108.873474980718,17.0,15.0,1.25
309,0.625,5.5,5,3.0,False,1.0,2554.436737490359,17.0,15.0,1.25
310,0.625,5.5,5,4.0,True,1.0,5108.873474980718,21.0,19.0,1.25
311,0.625,5.5,5,4.0,False,1.0,2554.436737490359,21.0,19.0,1.25
312,0.625,5.5,6,2.5,True,1.0,6130.648169976861,17.5,15.5,1.25
313,0.625,5.5,6,2.5,False,1.0,3065.3240849884305,17.5,15.5,1.25
314,0.625,5.5,6,3.0,True,1.0,6130.648169976861,20.0,18.0,1.25
315,0.625,5.5,6,3.0,False,1.0,3065.3240849884305,20.0,18.0,1.25
316,0.625,5.5,6,4.0,True,1.0,6130.648169976861,25.0,23.0,1.25
317,0.625,5.5,6,4.0,False,1.0,3065.3240849884305,25.0,23.0,1.25
318,0.625,5.5,7,2.5,True,1.0,7152.422864973005,20.0,18.0,1.25
319,0.625,5.5,7,2.5,False,1.0,3576.2114324865024,20.0,18.0,1.25
320,0.625,5.5,7,3.0,True,1.0,7152.422864973005,23.0,21.0,1.25
321,0.625,5.5,7,3.0,False,1.0,3576.2114324865024,23.0,21.0,1.25
322,0.625,5.5,7,4.0,True,1.0,7152.422864973005,29.0,27.0,1.25
323,0.625,5.5,7,4.0,False,1.0,3576.2114324865024,29.0,27.0,1.25
324,0.625,5.5,8,2.5,True,1.0,8174.197559969149,22.5,20.5,1.25
325,0.625,5.5,8,2.5,False,1.0,4087.0987799845743,22.5,20.5,1.25
326,0.625,5.5,8,3.0,True,1.0,8174.197559969149,26.0,24.0,1.25
327,0.625,5.5,8,3.0,False,1.0,4087.0987799845743,26.0,24.0,1.25
