,d,t,n,s,ds,c_spcg,z,h_beam,h_clip,d_end
1196,1.0,1.5,9,3.0,True,0.75,3829.523854903896,32.0,27.0,1.5
1197,1.0,1.5,9,3.0,False,0.75,2917.8580945685567,32.0,27.0,1.5
1198,1.0,1.5,9,4.0,True,1.0,5106.031806538528,40.0,35.0,1.5
1199,1.0,1.5,9,4.0,False,1.0,3890.4774594247424,40.0,35.0,1.5
1200,1.0,1.75,2,2.5,True,0.625,827.3662649483725,10.5,5.5,1.5
1201,1.0,1.75,2,2.5,False,0.625,565.774614474746,10.5,5.5,1.5
1202,1.0,1.75,2,3.0,True,0.75,992.839517938047,11.0,6.0,1.5
1203,1.0,1.75,2,3.0,False,0.75,678.9295373696953,11.0,6.0,1.5
1204,1.0,1.75,2,4.0,True,1.0,1323.786023917396,12.0,7.0,1.5
1205,1.0,1.75,2,4.0,False,1.0,905.2393831595937,12.0,7.0,1.5
1206,1.0,1.75,3,2.5,True,0.625,1241.0493974225587,13.0,8.0,1.5
1207,1.0,1.75,3,2.5,False,0.625,848.661921712119,13.0,8.0,1.5
1208,1.0,1.75,3,3.0,True,0.75,1489.2592769070707,14.0,9.0,1.5
1209,1.0,1.75,3,3.0,False,0.75,1018.3943060545429,14.0,9.0,1.5
1210,1.0,1.75,3,4.0,True,1.0,1985.679035876094,16.0,11.0,1.5
1211,1.0,1.75,3,4.0,False,1.0,1357.8590747393905,16.0,11.0,1.5
1212,1.0,1.75,4,2.5,True,0.625,1654.732529896745,15.5,10.5,1.5
1213,1.0,1.75,4,2.5,False,0.625,1131.549228949492,15.5,10.5,1.5
1214,1.0,1.75,4,3.0,True,0.75,1985.679035876094,17.0,12.0,1.5
1215,1.0,1.75,4,3.0,False,0.75,1357.8590747393905,17.0,12.0,1.5
1216,1.0,1.75,4,4.0,True,1.0,2647.572047834792,20.0,15.0,1.5
1217,1.0,1.75,4,4.0,False,1.0,1810.4787663191873,20.0,15.0,1.5
1218,1.0,1.75,5,2.5,True,0.625,2068.4156623709314,18.0,13.0,1.5
1219,1.0,1.75,5,2.5,False,0.625,1414.4365361868652,18.0,13.0,1.5
1220,1.0,1.75,5,3.0,True,0.75,2482.0987948451175,20.0,15.0,1.5
1221,1.0,1.75,5,3.0,False,0.75,1697.323843424238,20.0,15.0,1.5
1222,1.0,1.75,5,4.0,True,1.0,3309.46505979349,24.0,19.0,1.5
1223,1.0,1.75,5,4.0,False,1.0,2263.098457898984,24.0,19.0,1.5
1224,1.0,1.75,6,2.5,True,0.625,2482.0987948451175,20.5,15.5,1.5
1225,1.0,1.75,6,2.5,False,0.625,1697.323843424238,20.5,15.5,1.5
1226,1.0,1.75,6,3.0,True,0.75,2978.5185538141413,23.0,18.0,1.5
1227,1.0,1.75,6,3.0,False,0.75,2036.7886121090858,23.0,18.0,1.5
1228,1.0,1.75,6,4.0,True,1.0,3971.358071752188,28.0,23.0,1.5
1229,1.0,1.75,6,4.0,False,1.0,2715.718149478781,28.0,23.0,1.5
1230,1.0,1.75,7,2.5,True,0.625,2895.781927319304,23.0,18.0,1.5
1231,1.0,1.75,7,2.5,False,0.625,1980.211150661611,23.0,18.0,1.5
1232,1.0,1.75,7,3.0,True,0.75,3474.9383127831647,26.0,21.0,1.5
1233,1.0,1.75,7,3.0,False,0.75,2376.2533807939335,26.0,21.0,1.5
1234,1.0,1.75,7,4.0,True,1.0,4633.251083710886,32.0,27.0,1.5
1235,1.0,1.75,7,4.0,False,1.0,3168.337841058578,32.0,27.0,1.5
1236,1.0,1.75,8,2.5,True,0.625,3309.46505979349,25.5,20.5,1.5
1237,1.0,1.75,8,2.5,False,0.625,2263.098457898984,25.5,20.5,1.5
1238,1.0,1.75,8,3.0,True,0.75,3971.358071752188,29.0,24.0,1.5
1239,1.0,1.75,8,3.0,False,0.75,2715.718149478781,29.0,24.0,1.5
1240,1.0,1.75,8,4.0,True,1.0,5295.144095669584,36.0,31.0,1.5
1241,1.0,1.75,8,4.0,False,1.0,3620.9575326383747,36.0,31.0,1.5
1242,1.0,1.75,9,2.5,True,0.625,3723.148192267676,28.0,23.0,1.5
1243,1.0,1.75,9,2.5,False,0.625,2545.9857651363573,28.0,23.0,1.5
1244,1.0,1.75,9,3.0,True,0.75,4467.777830721212,32.0,27.0,1.5
1245,1.0,1.75,9,3.0,False,0.75,3055.1829181636285,32.0,27.0,1.5
1246,1.0,1.75,9,4.0,True,1.0,5957.037107628283,40.0,35.0,1.5
1247,1.0,1.75,9,4.0,False,1.0,4073.5772242181715,40.0,35.0,1.5
1248,1.0,3.0,2,2.5,True,0.625,1418.3421684829245,10.5,5.5,1.5
1249,1.0,3.0,2,2.5,False,0.625,753.5882106574383,10.5,5.5,1.5
1250,1.0,3.0,2,3.0,True,0.75,1702.0106021795093,11.0,6.0,1.5
1251,1.0,3.0,2,3.0,False,0.75,904.3058527889259,11.0,6.0,1.5
1252,1.0,3.0,2,4.0,True,1.0,2269.347469572679,12.0,7.0,1.5
1253,1.0,3.0,2,4.0,False,1.0,1205.7411370519012,12.0,7.0,1.5
1254,1.0,3.0,3,2.5,True,0.625,2127.513252724387,13.0,8.0,1.5
1255,1.0,3.0,3,2.5,False,0.625,1130.3823159861574,13.0,8.0,1.5
1256,1.0,3.0,3,3.0,True,0.75,2553.015903269264,14.0,9.0,1.5
1257,1.0,3.0,3,3.0,False,0.75,1356.4587791833887,14.0,9.0,1.5
1258,1.0,3.0,3,4.0,True,1.0,3404.0212043590186,16.0,11.0,1.5
1259,1.0,3.0,3,4.0,False,1.0,1808.6117055778518,16.0,11.0,1.5
1260,1.0,3.0,4,2.5,True,0.625,2836.684336965849,15.5,10.5,1.5
1261,1.0,3.0,4,2.5,False,0.625,1507.1764213148765,15.5,10.5,1.5
1262,1.0,3.0,4,3.0,True,0.75,3404.0212043590186,17.0,12.0,1.5
1263,1.0,3.0,4,3.0,False,0.75,1808.6117055778518,17.0,12.0,1.5
1264,1.0,3.0,4,4.0,True,1.0,4538.694939145358,20.0,15.0,1.5
1265,1.0,3.0,4,4.0,False,1.0,2411.4822741038024,20.0,15.0,1.5
1266,1.0,3.0,5,2.5,True,0.625,3545.855421207311,18.0,13.0,1.5
1267,1.0,3.0,5,2.5,False,0.625,1883.9705266435956,18.0,13.0,1.5
1268,1.0,3.0,5,3.0,True,0.75,4255.026505448774,20.0,15.0,1.5
1269,1.0,3.0,5,3.0,False,0.75,2260.764631972315,20.0,15.0,1.5
1270,1.0,3.0,5,4.0,True,1.0,5673.368673931698,24.0,19.0,1.5
1271,1.0,3.0,5,4.0,False,1.0,3014.352842629753,24.0,19.0,1.5
1272,1.0,3.0,6,2.5,True,0.625,4255.026505448774,20.5,15.5,1.5
1273,1.0,3.0,6,2.5,False,0.625,2260.764631972315,20.5,15.5,1.5
1274,1.0,3.0,6,3.0,True,0.75,5106.031806538528,23.0,18.0,1.5
1275,1.0,3.0,6,3.0,False,0.75,2712.9175583667775,23.0,18.0,1.5
1276,1.0,3.0,6,4.0,True,1.0,6808.042408718037,28.0,23.0,1.5
1277,1.0,3.0,6,4.0,False,1.0,3617.2234111557036,28.0,23.0,1.5
1278,1.0,3.0,7,2.5,True,0.625,4964.197589690236,23.0,18.0,1.5
1279,1.0,3.0,7,2.5,False,0.625,2637.558737301034,23.0,18.0,1.5
1280,1.0,3.0,7,3.0,True,0.75,5957.037107628283,26.0,21.0,1.5
1281,1.0,3.0,7,3.0,False,0.75,3165.0704847612406,26.0,21.0,1.5
1282,1.0,3.0,7,4.0,True,1.0,7942.716143504376,32.0,27.0,1.5
1283,1.0,3.0,7,4.0,False,1.0,4220.093979681655,32.0,27.0,1.5
1284,1.0,3.0,8,2.5,True,0.625,5673.368673931698,25.5,20.5,1.5
1285,1.0,3.0,8,2.5,False,0.625,3014.352842629753,25.5,20.5,1.5
1286,1.0,3.0,8,3.0,True,0.75,6808.042408718037,29.0,24.0,1.5
1287,1.0,3.0,8,3.0,False,0.75,3617.2234111557036,29.0,24.0,1.5
1288,1.0,3.0,8,4.0,True,1.0,9077.389878290716,36.0,31.0,1.5
1289,1.0,3.0,8,4.0,False,1.0,4822.964548207605,36.0,31.0,1.5
1290,1.0,3.0,9,2.5,True,0.625,6382.5397581731595,28.0,23.0,1.5
1291,1.0,3.0,9,2.5,False,0.625,3391.146947958472,28.0,23.0,1.5
1292,1.0,3.0,9,3.0,True,0.75,7659.047709807792,32.0,27.0,1.5
1293,1.0,3.0,9,3.0,False,0.75,4069.3763375501667,32.0,27.0,1.5
1294,1.0,3.0,9,4.0,True,1.0,10212.063613077056,40.0,35.0,1.5
1295,1.0,3.0,9,4.0,False,1.0,5425.835116733555,40.0,35.0,1.5
1296,1.0,3.5,2,2.5,True,0.625,1654.732529896745,10.5,5.5,1.5
1297,1.0,3.5,2,2.5,False,0.625,843.4042033688519,10.5,5.5,1.5
1298,1.0,3.5,2,3.0,True,0.75,1985.679035876094,11.0,6.0,1.5
1299,1.0,3.5,2,3.0,False,0.75,1012.0850440426223,11.0,6.0,1.5
1300,1.0,3.5,2,4.0,True,1.0,2647.572047834792,12.0,7.0,1.5
1301,1.0,3.5,2,4.0,False,1.0,1349.446725390163,12.0,7.0,1.5
1302,1.0,3.5,3,2.5,True,0.625,2482.0987948451175,13.0,8.0,1.5
1303,1.0,3.5,3,2.5,False,0.625,1265.1063050532778,13.0,8.0,1.5
1304,1.0,3.5,3,3.0,True,0.75,2978.5185538141413,14.0,9.0,1.5
1305,1.0,3.5,3,3.0,False,0.75,1518.1275660639335,14.0,9.0,1.5
1306,1.0,3.5,3,4.0,True,1.0,3971.358071752188,16.0,11.0,1.5
1307,1.0,3.5,3,4.0,False,1.0,2024.1700880852445,16.0,11.0,1.5
1308,1.0,3.5,4,2.5,True,0.625,3309.46505979349,15.5,10.5,1.5
1309,1.0,3.5,4,2.5,False,0.625,1686.8084067377038,15.5,10.5,1.5
1310,1.0,3.5,4,3.0,True,0.75,3971.358071752188,17.0,12.0,1.5
1311,1.0,3.5,4,3.0,False,0.75,2024.1700880852445,17.0,12.0,1.5
1312,1.0,3.5,4,4.0,True,1.0,5295.144095669584,20.0,15.0,1.5
1313,1.0,3.5,4,4.0,False,1.0,2698.893450780326,20.0,15.0,1.5
1314,1.0,3.5,5,2.5,True,0.625,4136.831324741863,18.0,13.0,1.5
1315,1.0,3.5,5,2.5,False,0.625,2108.5105084221295,18.0,13.0,1.5
1316,1.0,3.5,5,3.0,True,0.75,4964.197589690235,20.0,15.0,1.5
1317,1.0,3.5,5,3.0,False,0.75,2530.2126101065555,20.0,15.0,1.5
1318,1.0,3.5,5,4.0,True,1.0,6618.93011958698,24.0,19.0,1.5
1319,1.0,3.5,5,4.0,False,1.0,3373.6168134754075,24.0,19.0,1.5
1320,1.0,3.5,6,2.5,True,0.625,4964.197589690235,20.5,15.5,1.5
1321,1.0,3.5,6,2.5,False,0.625,2530.2126101065555,20.5,15.5,1.5
1322,1.0,3.5,6,3.0,True,0.75,5957.037107628283,23.0,18.0,1.5
1323,1.0,3.5,6,3.0,False,0.75,3036.255132127867,23.0,18.0,1.5
1324,1.0,3.5,6,4.0,True,1.0,7942.716143504376,28.0,23.0,1.5
1325,1.0,3.5,6,4.0,False,1.0,4048.340176170489,28.0,23.0,1.5
1326,1.0,3.5,7,2.5,True,0.625,5791.563854638608,23.0,18.0,1.5
1327,1.0,3.5,7,2.5,False,0.625,2951.9147117909815,23.0,18.0,1.5
1328,1.0,3.5,7,3.0,True,0.75,6949.8766255663295,26.0,21.0,1.5
1329,1.0,3.5,7,3.0,False,0.75,3542.297654149178,26.0,21.0,1.5
1330,1.0,3.5,7,4.0,True,1.0,9266.502167421771,32.0,27.0,1.5
1331,1.0,3.5,7,4.0,False,1.0,4723.06353886557,32.0,27.0,1.5
1332,1.0,3.5,8,2.5,True,0.625,6618.93011958698,25.5,20.5,1.5
1333,1.0,3.5,8,2.5,False,0.625,3373.6168134754075,25.5,20.5,1.5
1334,1.0,3.5,8,3.0,True,0.75,7942.716143504376,29.0,24.0,1.5
1335,1.0,3.5,8,3.0,False,0.75,4048.340176170489,29.0,24.0,1.5
1336,1.0,3.5,8,4.0,True,1.0,10590.288191339168,36.0,31.0,1.5
1337,1.0,3.5,8,4.0,False,1.0,5397.786901560652,36.0,31.0,1.5
1338,1.0,3.5,9,2.5,True,0.625,7446.296384535352,28.0,23.0,1.5
1339,1.0,3.5,9,2.5,False,0.625,3795.3189151598335,28.0,23.0,1.5
1340,1.0,3.5,9,3.0,True,0.75,8935.555661442424,32.0,27.0,1.5
1341,1.0,3.5,9,3.0,False,0.75,4554.3826981918,32.0,27.0,1.5
1342,1.0,3.5,9,4.0,True,1.0,11914.074215256565,40.0,35.0,1.5
1343,1.0,3.5,9,4.0,False,1.0,6072.510264255734,40.0,35.0,1.5
1344,1.0,5.125,2,2.5,True,0.625,2423.001204491662,10.5,5.5,1.5
1345,1.0,5.125,2,2.5,False,0.625,1158.6715476931074,10.5,5.5,1.5
1346,1.0,5.125,2,3.0,True,0.75,2907.6014453899943,11.0,6.0,1.5
1347,1.0,5.125,2,3.0,False,0.75,1390.405857231729,11.0,6.0,1.5
1348,1.0,5.125,2,4.0,True,1.0,3876.801927186659,12.0,7.0,1.5
1349,1.0,5.125,2,4.0,False,1.0,1853.874476308972,12.0,7.0,1.5
1350,1.0,5.125,3,2.5,True,0.625,3634.501806737493,13.0,8.0,1.5
1351,1.0,5.125,3,2.5,False,0.625,1738.0073215396612,13.0,8.0,1.5
1352,1.0,5.125,3,3.0,True,0.75,4361.402168084992,14.0,9.0,1.5
1353,1.0,5.125,3,3.0,False,0.75,2085.6087858475935,14.0,9.0,1.5
1354,1.0,5.125,3,4.0,True,1.0,5815.202890779989,16.0,11.0,1.5
1355,1.0,5.125,3,4.0,False,1.0,2780.811714463458,16.0,11.0,1.5
1356,1.0,5.125,4,2.5,True,0.625,4846.002408983324,15.5,10.5,1.5
1357,1.0,5.125,4,2.5,False,0.625,2317.343095386215,15.5,10.5,1.5
1358,1.0,5.125,4,3.0,True,0.75,5815.202890779989,17.0,12.0,1.5
1359,1.0,5.125,4,3.0,False,0.75,2780.811714463458,17.0,12.0,1.5
1360,1.0,5.125,4,4.0,True,1.0,7753.603854373318,20.0,15.0,1.5
1361,1.0,5.125,4,4.0,False,1.0,3707.748952617944,20.0,15.0,1.5
1362,1.0,5.125,5,2.5,True,0.625,6057.503011229155,18.0,13.0,1.5
1363,1.0,5.125,5,2.5,False,0.625,2896.6788692327686,18.0,13.0,1.5
1364,1.0,5.125,5,3.0,True,0.75,7269.003613474986,20.0,15.0,1.5
1365,1.0,5.125,5,3.0,False,0.75,3476.0146430793225,20.0,15.0,1.5
1366,1.0,5.125,5,4.0,True,1.0,9692.004817966648,24.0,19.0,1.5
1367,1.0,5.125,5,4.0,False,1.0,4634.68619077243,24.0,19.0,1.5
1368,1.0,5.125,6,2.5,True,0.625,7269.003613474986,20.5,15.5,1.5
1369,1.0,5.125,6,2.5,False,0.625,3476.0146430793225,20.5,15.5,1.5
1370,1.0,5.125,6,3.0,True,0.75,8722.804336169984,23.0,18.0,1.5
1371,1.0,5.125,6,3.0,False,0.75,4171.217571695187,23.0,18.0,1.5
1372,1.0,5.125,6,4.0,True,1.0,11630.405781559977,28.0,23.0,1.5
1373,1.0,5.125,6,4.0,False,1.0,5561.623428926916,28.0,23.0,1.5
1374,1.0,5.125,7,2.5,True,0.625,8480.504215720817,23.0,18.0,1.5
1375,1.0,5.125,7,2.5,False,0.625,4055.350416925876,23.0,18.0,1.5
1376,1.0,5.125,7,3.0,True,0.75,10176.60505886498,26.0,21.0,1.5
1377,1.0,5.125,7,3.0,False,0.75,4866.420500311051,26.0,21.0,1.5
1378,1.0,5.125,7,4.0,True,1.0,13568.806745153308,32.0,27.0,1.5
1379,1.0,5.125,7,4.0,False,1.0,6488.560667081401,32.0,27.0,1.5
1380,1.0,5.125,8,2.5,True,0.625,9692.004817966648,25.5,20.5,1.5
1381,1.0,5.125,8,2.5,False,0.625,4634.68619077243,25.5,20.5,1.5
1382,1.0,5.125,8,3.0,True,0.75,11630.405781559977,29.0,24.0,1.5
1383,1.0,5.125,8,3.0,False,0.75,5561.623428926916,29.0,24.0,1.5
1384,1.0,5.125,8,4.0,True,1.0,15507.207708746637,36.0,31.0,1.5
1385,1.0,5.125,8,4.0,False,1.0,7415.497905235888,36.0,31.0,1.5
1386,1.0,5.125,9,2.5,True,0.625,10903.50542021248,28.0,23.0,1.5
1387,1.0,5.125,9,2.5,False,0.625,5214.0219646189835,28.0,23.0,1.5
1388,1.0,5.125,9,3.0,True,0.75,13084.206504254975,32.0,27.0,1.5
1389,1.0,5.125,9,3.0,False,0.75,6256.82635754278,32.0,27.0,1.5
1390,1.0,5.125,9,4.0,True,1.0,17445.608672339968,40.0,35.0,1.5
1391,1.0,5.125,9,4.0,False,1.0,8342.435143390374,40.0,35.0,1.5
1392,1.0,5.25,2,2.5,True,0.625,2482.0987948451175,10.5,5.5,1.5
1393,1.0,5.25,2,2.5,False,0.625,1183.8162919454073,10.5,5.5,1.5
1394,1.0,5.25,2,3.0,True,0.75,2978.5185538141413,11.0,6.0,1.5
1395,1.0,5.25,2,3.0,False,0.75,1420.5795503344889,11.0,6.0,1.5
1396,1.0,5.25,2,4.0,True,1.0,3971.358071752188,12.0,7.0,1.5
1397,1.0,5.25,2,4.0,False,1.0,1894.1060671126518,12.0,7.0,1.5
1398,1.0,5.25,3,2.5,True,0.625,3723.148192267676,13.0,8.0,1.5
1399,1.0,5.25,3,2.5,False,0.625,1775.724437918111,13.0,8.0,1.5
1400,1.0,5.25,3,3.0,True,0.75,4467.777830721212,14.0,9.0,1.5
1401,1.0,5.25,3,3.0,False,0.75,2130.8693255017333,14.0,9.0,1.5
1402,1.0,5.25,3,4.0,True,1.0,5957.037107628283,16.0,11.0,1.5
1403,1.0,5.25,3,4.0,False,1.0,2841.1591006689778,16.0,11.0,1.5
1404,1.0,5.25,4,2.5,True,0.625,4964.197589690235,15.5,10.5,1.5
1405,1.0,5.25,4,2.5,False,0.625,2367.6325838908147,15.5,10.5,1.5
1406,1.0,5.25,4,3.0,True,0.75,5957.037107628283,17.0,12.0,1.5
1407,1.0,5.25,4,3.0,False,0.75,2841.1591006689778,17.0,12.0,1.5
1408,1.0,5.25,4,4.0,True,1.0,7942.716143504376,20.0,15.0,1.5
1409,1.0,5.25,4,4.0,False,1.0,3788.2121342253035,20.0,15.0,1.5
1410,1.0,5.25,5,2.5,True,0.625,6205.246987112794,18.0,13.0,1.5
1411,1.0,5.25,5,2.5,False,0.625,2959.540729863518,18.0,13.0,1.5
1412,1.0,5.25,5,3.0,True,0.75,7446.296384535352,20.0,15.0,1.5
1413,1.0,5.25,5,3.0,False,0.75,3551.448875836222,20.0,15.0,1.5
1414,1.0,5.25,5,4.0,True,1.0,9928.39517938047,24.0,19.0,1.5
1415,1.0,5.25,5,4.0,False,1.0,4735.265167781629,24.0,19.0,1.5
1416,1.0,5.25,6,2.5,True,0.625,7446.296384535352,20.5,15.5,1.5
1417,1.0,5.25,6,2.5,False,0.625,3551.448875836222,20.5,15.5,1.5
1418,1.0,5.25,6,3.0,True,0.75,8935.555661442424,23.0,18.0,1.5
1419,1.0,5.25,6,3.0,False,0.75,4261.738651003467,23.0,18.0,1.5
1420,1.0,5.25,6,4.0,True,1.0,11914.074215256565,28.0,23.0,1.5
1421,1.0,5.25,6,4.0,False,1.0,5682.3182013379555,28.0,23.0,1.5
1422,1.0,5.25,7,2.5,True,0.625,8687.34578195791,23.0,18.0,1.5
1423,1.0,5.25,7,2.5,False,0.625,4143.357021808925,23.0,18.0,1.5
1424,1.0,5.25,7,3.0,True,0.75,10424.814938349495,26.0,21.0,1.5
1425,1.0,5.25,7,3.0,False,0.75,4972.028426170711,26.0,21.0,1.5
1426,1.0,5.25,7,4.0,True,1.0,13899.753251132659,32.0,27.0,1.5
1427,1.0,5.25,7,4.0,False,1.0,6629.371234894281,32.0,27.0,1.5
1428,1.0,5.25,8,2.5,True,0.625,9928.39517938047,25.5,20.5,1.5
1429,1.0,5.25,8,2.5,False,0.625,4735.265167781629,25.5,20.5,1.5
1430,1.0,5.25,8,3.0,True,0.75,11914.074215256565,29.0,24.0,1.5
1431,1.0,5.25,8,3.0,False,0.75,5682.3182013379555,29.0,24.0,1.5
1432,1.0,5.25,8,4.0,True,1.0,15885.432287008753,36.0,31.0,1.5
1433,1.0,5.25,8,4.0,False,1.0,7576.424268450607,36.0,31.0,1.5
1434,1.0,5.25,9,2.5,True,0.625,11169.44457680303,28.0,23.0,1.5
1435,1.0,5.25,9,2.5,False,0.625,5327.173313754333,28.0,23.0,1.5
1436,1.0,5.25,9,3.0,True,0.75,13403.333492163634,32.0,27.0,1.5
1437,1.0,5.25,9,3.0,False,0.75,6392.6079765052,32.0,27.0,1.5
1438,1.0,5.25,9,4.0,True,1.0,17871.111322884848,40.0,35.0,1.5
1439,1.0,5.25,9,4.0,False,1.0,8523.477302006933,40.0,35.0,1.5
1440,1.0,5.5,2,2.5,True,0.625,2600.2939755520274,10.5,5.5,1.5
1441,1.0,5.5,2,2.5,False,0.625,1234.3584838649895,10.5,5.5,1.5
1442,1.0,5.5,2,3.0,True,0.75,3120.352770662433,11.0,6.0,1.5
1443,1.0,5.5,2,3.0,False,0.75,1481.2301806379874,11.0,6.0,1.5
1444,1.0,5.5,2,4.0,True,1.0,4160.470360883244,12.0,7.0,1.5
1445,1.0,5.5,2,4.0,False,1.0,1974.9735741839831,12.0,7.0,1.5
1446,1.0,5.5,3,2.5,True,0.625,3900.4409633280416,13.0,8.0,1.5
1447,1.0,5.5,3,2.5,False,0.625,1851.5377257974842,13.0,8.0,1.5
1448,1.0,5.5,3,3.0,True,0.75,4680.5291559936495,14.0,9.0,1.5
1449,1.0,5.5,3,3.0,False,0.75,2221.845270956981,14.0,9.0,1.5
1450,1.0,5.5,3,4.0,True,1.0,6240.705541324866,16.0,11.0,1.5
1451,1.0,5.5,3,4.0,False,1.0,2962.4603612759747,16.0,11.0,1.5
1452,1.0,5.5,4,2.5,True,0.625,5200.587951104055,15.5,10.5,1.5
1453,1.0,5.5,4,2.5,False,0.625,2468.716967729979,15.5,10.5,1.5
1454,1.0,5.5,4,3.0,True,0.75,6240.705541324866,17.0,12.0,1.5
1455,1.0,5.5,4,3.0,False,0.75,2962.4603612759747,17.0,12.0,1.5
1456,1.0,5.5,4,4.0,True,1.0,8320.940721766488,20.0,15.0,1.5
1457,1.0,5.5,4,4.0,False,1.0,3949.9471483679663,20.0,15.0,1.5
1458,1.0,5.5,5,2.5,True,0.625,6500.734938880069,18.0,13.0,1.5
1459,1.0,5.5,5,2.5,False,0.625,3085.8962096624737,18.0,13.0,1.5
1460,1.0,5.5,5,3.0,True,0.75,7800.881926656083,20.0,15.0,1.5
1461,1.0,5.5,5,3.0,False,0.75,3703.0754515949684,20.0,15.0,1.5
1462,1.0,5.5,5,4.0,True,1.0,10401.17590220811,24.0,19.0,1.5
1463,1.0,5.5,5,4.0,False,1.0,4937.433935459958,24.0,19.0,1.5
1464,1.0,5.5,6,2.5,True,0.625,7800.881926656083,20.5,15.5,1.5
1465,1.0,5.5,6,2.5,False,0.625,3703.0754515949684,20.5,15.5,1.5
1466,1.0,5.5,6,3.0,True,0.75,9361.058311987299,23.0,18.0,1.5
1467,1.0,5.5,6,3.0,False,0.75,4443.690541913962,23.0,18.0,1.5
1468,1.0,5.5,6,4.0,True,1.0,12481.411082649733,28.0,23.0,1.5
1469,1.0,5.5,6,4.0,False,1.0,5924.920722551949,28.0,23.0,1.5
1470,1.0,5.5,7,2.5,True,0.625,9101.028914432096,23.0,18.0,1.5
1471,1.0,5.5,7,2.5,False,0.625,4320.254693527463,23.0,18.0,1.5
1472,1.0,5.5,7,3.0,True,0.75,10921.234697318516,26.0,21.0,1.5
1473,1.0,5.5,7,3.0,False,0.75,5184.305632232956,26.0,21.0,1.5
1474,1.0,5.5,7,4.0,True,1.0,14561.646263091356,32.0,27.0,1.5
1475,1.0,5.5,7,4.0,False,1.0,6912.407509643941,32.0,27.0,1.5
1476,1.0,5.5,8,2.5,True,0.625,10401.17590220811,25.5,20.5,1.5
1477,1.0,5.5,8,2.5,False,0.625,4937.433935459958,25.5,20.5,1.5
1478,1.0,5.5,8,3.0,True,0.75,12481.411082649733,29.0,24.0,1.5
1479,1.0,5.5,8,3.0,False,0.75,5924.920722551949,29.0,24.0,1.5
1480,1.0,5.5,8,4.0,True,1.0,16641.881443532977,36.0,31.0,1.5
1481,1.0,5.5,8,4.0,False,1.0,7899.894296735933,36.0,31.0,1.5
1482,1.0,5.5,9,2.5,True,0.625,11701.322889984125,28.0,23.0,1.5
1483,1.0,5.5,9,2.5,False,0.625,5554.613177392453,28.0,23.0,1.5
1484,1.0,5.5,9,3.0,True,0.75,14041.58746798095,32.0,27.0,1.5
1485,1.0,5.5,9,3.0,False,0.75,6665.535812870943,32.0,27.0,1.5
1486,1.0,5.5,9,4.0,True,1.0,18722.116623974598,40.0,35.0,1.5
1487,1.0,5.5,9,4.0,False,1.0,8887.381083827924,40.0,35.0,1.5
1488,1.0,7.0,2,2.5,True,0.625,2743.5445864230014,10.5,5.5,1.5
1489,1.0,7.0,2,2.5,False,0.625,1371.7722932115007,10.5,5.5,1.5
1490,1.0,7.0,2,3.0,True,0.75,3292.2535037076013,11.0,6.0,1.5
1491,1.0,7.0,2,3.0,False,0.75,1646.1267518538007,11.0,6.0,1.5
1492,1.0,7.0,2,4.0,True,1.0,4389.671338276802,12.0,7.0,1.5
1493,1.0,7.0,2,4.0,False,1.0,2194.835669138401,12.0,7.0,1.5
1494,1.0,7.0,3,2.5,True,0.625,4115.316879634502,13.0,8.0,1.5
1495,1.0,7.0,3,2.5,False,0.625,2057.658439817251,13.0,8.0,1.5
1496,1.0,7.0,3,3.0,True,0.75,4938.380255561402,14.0,9.0,1.5
1497,1.0,7.0,3,3.0,False,0.75,2469.190127780701,14.0,9.0,1.5
1498,1.0,7.0,3,4.0,True,1.0,6584.507007415203,16.0,11.0,1.5
1499,1.0,7.0,3,4.0,False,1.0,3292.2535037076013,16.0,11.0,1.5
1500,1.0,7.0,4,2.5,True,0.625,5487.089172846003,15.5,10.5,1.5
1501,1.0,7.0,4,2.5,False,0.625,2743.5445864230014,15.5,10.5,1.5
1502,1.0,7.0,4,3.0,True,0.75,6584.507007415203,17.0,12.0,1.5
1503,1.0,7.0,4,3.0,False,0.75,3292.2535037076013,17.0,12.0,1.5
1504,1.0,7.0,4,4.0,True,1.0,8779.342676553604,20.0,15.0,1.5
1505,1.0,7.0,4,4.0,False,1.0,4389.671338276802,20.0,15.0,1.5
1506,1.0,7.0,5,2.5,True,0.625,6858.861466057503,18.0,13.0,1.5
1507,1.0,7.0,5,2.5,False,0.625,3429.4307330287515,18.0,13.0,1.5
1508,1.0,7.0,5,3.0,True,0.75,8230.633759269003,20.0,15.0,1.5
1509,1.0,7.0,5,3.0,False,0.75,4115.316879634502,20.0,15.0,1.5
1510,1.0,7.0,5,4.0,True,1.0,10974.178345692006,24.0,19.0,1.5
1511,1.0,7.0,5,4.0,False,1.0,5487.089172846003,24.0,19.0,1.5
1512,1.0,7.0,6,2.5,True,0.625,8230.633759269003,20.5,15.5,1.5
1513,1.0,7.0,6,2.5,False,0.625,4115.316879634502,20.5,15.5,1.5
1514,1.0,7.0,6,3.0,True,0.75,9876.760511122804,23.0,18.0,1.5
1515,1.0,7.0,6,3.0,False,0.75,4938.380255561402,23.0,18.0,1.5
1516,1.0,7.0,6,4.0,True,1.0,13169.014014830405,28.0,23.0,1.5
1517,1.0,7.0,6,4.0,False,1.0,6584.507007415203,28.0,23.0,1.5
